playerID,yearID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
Drew Millas#,2024,WSN,NL,18,50,7,12,1,0,1,1,4,0,4,13,0,0,0,0,1
Andruw Monasterio,2024,MIL,NL,57,120,14,25,5,0,1,14,6,2,16,37,0,1,0,0,3
Tom Murphy,2024,SFG,NL,13,34,3,4,1,0,1,2,0,0,4,14,0,0,0,0,0
Ryan Noda*,2024,OAK,AL,36,95,8,13,4,0,1,4,0,0,14,37,0,1,1,0,0
Cristian Pache,2024,3TM,2LG,88,165,13,33,8,1,1,16,1,0,17,64,0,0,0,1,2
Cristian Pache,2024,2TM,NL,85,164,13,32,8,1,1,16,1,0,17,64,0,0,0,1,2
Cristian Pache,2024,PHI,NL,50,104,9,21,5,1,0,9,0,0,13,43,0,0,0,1,1
Cristian Pache,2024,BAL,AL,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Pache,2024,MIA,NL,35,60,4,11,3,0,1,7,1,0,4,21,0,0,0,0,1
Kyren Paris,2024,LAA,AL,21,51,4,6,2,0,1,5,1,0,7,17,0,0,0,0,1
Oswald Peraza,2024,NYY,AL,4,10,2,2,0,0,1,1,0,0,1,3,0,0,0,0,0
Jakson Reetz,2024,SFG,NL,6,14,1,2,1,0,1,1,0,0,1,5,0,0,0,0,1
Thomas Saggese,2024,STL,NL,12,35,3,6,1,0,1,3,0,0,0,11,0,0,0,0,0
Aaron Schunk,2024,COL,NL,33,76,10,16,3,0,1,3,0,0,4,25,1,0,0,0,0
Austin Shenton*,2024,TBR,AL,19,42,3,9,5,0,1,3,0,0,8,14,0,0,0,0,1
Braden Shewmake*,2024,CHW,AL,29,64,4,8,2,0,1,4,5,1,1,10,0,0,0,2,0
Garrett Stubbs*,2024,PHI,NL,52,158,17,32,4,1,1,10,5,0,16,50,0,4,0,1,0
Brett Sullivan*,2024,SDP,NL,7,16,1,3,0,0,1,2,0,0,1,4,0,0,0,0,0
Ildemaro Vargas#,2024,WSN,NL,92,263,21,67,16,0,1,30,8,4,17,31,0,2,5,5,8
Ryan Vilade,2024,DET,AL,17,45,5,8,0,0,1,5,0,0,2,12,0,0,1,1,2
David Villar,2024,SFG,NL,11,35,3,9,4,0,1,4,0,0,1,13,0,0,0,1,0
Daniel Vogelbach*,2024,TOR,AL,31,70,5,13,5,0,1,8,0,0,9,17,0,0,0,0,4
Taylor Walls#,2024,TBR,AL,80,209,25,38,5,2,1,14,16,3,31,65,0,0,0,3,3
Jared Walsh*,2024,TEX,AL,17,53,9,12,2,0,1,7,0,0,7,21,0,0,0,0,2
Donovan Walton*,2024,SFG,NL,8,20,3,2,0,0,1,2,0,0,2,7,0,1,0,0,2
Davis Wendzel,2024,TEX,AL,27,47,2,6,2,0,1,2,0,0,1,12,0,1,0,0,1
Eli White,2024,ATL,NL,30,35,8,10,1,1,1,4,2,1,1,11,0,1,0,0,1
Nick Yorke,2024,PIT,NL,6,22,2,6,0,0,1,2,2,0,1,6,0,0,0,0,0
Seby Zavala,2024,SEA,AL,18,39,4,6,2,0,1,2,0,0,3,16,0,0,1,0,2
CJ Alexander*,2024,KCR,AL,4,8,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
Nacho Alvarez Jr.,2024,ATL,NL,8,30,1,3,0,0,0,0,0,0,0,10,0,2,0,0,1
Eddy Alvarez*,2024,NYM,NL,9,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Armando Alvarez,2024,OAK,AL,16,37,7,9,1,0,0,2,1,0,2,8,0,0,0,0,1
Adael Amador#,2024,COL,NL,10,35,1,6,1,0,0,0,1,0,1,6,0,0,0,0,1
Jacob Amaya,2024,2TM,AL,19,50,4,10,1,0,0,2,1,0,4,22,0,0,0,0,3
Jacob Amaya,2024,HOU,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Amaya,2024,CHW,AL,18,49,4,10,1,0,0,2,1,0,4,22,0,0,0,0,3
Tim Anderson,2024,MIA,NL,65,234,16,50,3,0,0,9,4,4,7,68,0,0,0,0,6
Brian Anderson,2024,ATL,NL,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Chase Anderson,2024,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Avila,2024,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Azocar,2024,SDP,NL,61,73,13,16,2,0,0,2,5,1,5,19,0,0,1,0,1
Ji Hwan Bae*,2024,PIT,NL,29,74,11,14,2,0,0,6,6,2,6,24,0,0,0,1,0
Darren Baker*,2024,WSN,NL,7,13,1,6,2,0,0,0,0,0,0,3,0,0,0,0,0
David Bañuelos,2024,BAL,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Barnhart*,2024,ARI,NL,31,81,13,14,3,0,0,6,1,0,13,31,0,0,2,0,0
Jorge Barrosa#,2024,ARI,NL,8,17,3,3,2,0,0,1,1,0,0,2,0,0,1,0,0
Matthew Batten,2024,SDP,NL,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mike Baumann,2024,2TM,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Baumann,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Baumann,2024,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Beeks*,2024,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brennan Bernardino*,2024,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steward Berroa#,2024,TOR,AL,25,33,7,5,1,0,0,1,6,2,8,13,0,0,0,0,0
Tyler Black*,2024,MIL,NL,18,49,4,10,2,0,0,2,3,0,7,17,0,1,0,0,0
Travis Blankenhorn*,2024,WSN,NL,13,31,2,4,1,0,0,5,0,0,1,9,0,0,0,0,0
David Bote,2024,CHC,NL,37,46,4,14,4,0,0,6,0,0,2,13,0,0,0,0,1
Rob Brantly*,2024,TBR,AL,3,9,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
John Brebbia*,2024,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhony Brito,2024,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trenton Brooks*,2024,SFG,NL,12,25,3,3,0,0,0,1,1,0,4,6,0,0,0,0,1
Kris Bubic*,2024,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Génesis Cabrera*,2024,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jair Camargo,2024,MIN,AL,5,6,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0
Isaiah Campbell,2024,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gustavo Campero#,2024,LAA,AL,8,28,3,8,0,1,0,3,2,0,0,4,0,1,0,0,0
Conner Capel*,2024,CIN,NL,5,8,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0
Vinny Capra,2024,MIL,NL,3,9,1,1,1,0,0,0,0,0,0,3,0,0,0,0,1
Diego Castillo,2024,MIN,AL,4,6,3,2,1,0,0,2,0,0,2,1,0,0,0,0,0
Luis Castillo,2024,SEA,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jonatan Clase#,2024,2TM,AL,21,47,4,11,2,0,0,3,3,1,2,14,0,1,0,0,1
Jonatan Clase#,2024,SEA,AL,19,41,4,8,1,0,0,3,3,0,2,14,0,0,0,0,1
Jonatan Clase#,2024,TOR,AL,2,6,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0
Oscar Colás*,2024,CHW,AL,13,33,1,9,0,0,0,4,0,1,4,10,0,1,0,0,0
Isaac Collins#,2024,MIL,NL,8,10,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0
Danny Coulombe*,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Criswell,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Cruz#,2024,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Delay,2024,PIT,NL,7,15,1,3,3,0,0,6,0,0,3,0,0,0,1,0,0
Zach DeLoach*,2024,CHW,AL,17,50,4,8,1,0,0,3,0,1,5,19,0,0,0,0,0
Luis De Los Santos,2024,TOR,AL,11,26,1,4,1,0,0,1,0,0,2,9,0,0,0,0,2
José Devers*,2024,MIA,NL,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Edwin Díaz,2024,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aledmys Díaz,2024,2TM,AL,14,33,2,3,0,0,0,1,0,0,1,9,0,0,0,0,0
Aledmys Díaz,2024,OAK,AL,12,29,2,3,0,0,0,1,0,0,1,7,0,0,0,0,0
Aledmys Díaz,2024,HOU,AL,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Alexis Díaz,2024,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Diekman,2024,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seranthony Domínguez,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duke Ellis*,2024,2TM,AL,11,5,1,1,0,0,0,0,5,0,0,2,0,0,0,0,0
Duke Ellis*,2024,CHW,AL,8,4,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0
Duke Ellis*,2024,NYY,AL,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mason Englert#,2024,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro Fabian,2024,TEX,AL,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Feduccia*,2024,LAD,NL,5,12,2,4,0,0,0,1,0,0,2,2,0,0,0,0,1
José Fermín,2024,STL,NL,43,63,6,9,1,1,0,3,2,1,7,8,0,1,0,0,3
Ryan Fernandez,2024,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Finnegan,2024,WSN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Fletcher,2024,ATL,NL,5,8,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0
Jason Foley,2024,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Foscue,2024,TEX,AL,13,34,3,2,1,0,0,1,0,0,2,15,0,0,0,0,0
Kyle Freeland*,2024,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Frías,2024,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Gaddis,2024,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aramis Garcia,2024,PHI,NL,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
Mickey Gasper#,2024,BOS,AL,10,12,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0
Tyler Gentry,2024,KCR,AL,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Kevin Ginkel*,2024,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko Goodrum#,2024,2TM,AL,13,29,2,3,0,0,0,0,1,1,3,10,0,0,1,0,0
Niko Goodrum#,2024,TBR,AL,9,16,1,3,0,0,0,0,0,1,1,6,0,0,1,0,0
Niko Goodrum#,2024,LAA,AL,4,13,1,0,0,0,0,0,1,0,2,4,0,0,0,0,0
Yuli Gurriel,2024,KCR,AL,13,37,6,11,2,0,0,5,0,0,6,10,0,0,0,2,0
Tristan Gray*,2024,2TM,2LG,15,28,0,3,1,0,0,0,0,0,3,16,0,0,0,0,0
Tristan Gray*,2024,MIA,NL,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Tristan Gray*,2024,OAK,AL,8,21,0,3,1,0,0,0,0,0,3,13,0,0,0,0,0
Chad Green*,2024,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaughn Grissom,2024,BOS,AL,25,86,6,13,1,0,0,3,1,0,5,20,0,1,0,0,2
Luis Guillorme*,2024,3TM,2LG,77,161,14,33,9,1,0,10,4,2,23,36,0,0,1,2,7
Luis Guillorme*,2024,2TM,NL,27,57,8,9,4,0,0,7,3,0,12,13,0,0,0,1,3
Luis Guillorme*,2024,ATL,NL,9,20,2,3,2,0,0,3,0,0,1,5,0,0,0,0,1
Luis Guillorme*,2024,LAA,AL,50,104,6,24,5,1,0,3,1,2,11,23,0,0,1,1,4
Luis Guillorme*,2024,ARI,NL,18,37,6,6,2,0,0,4,3,0,11,8,0,0,0,1,2
Josh Hader*,2024,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Haggerty#,2024,SEA,AL,8,15,1,1,0,0,0,1,1,0,1,4,0,0,0,0,0
Seth Halvorsen,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Hampson,2024,KCR,AL,109,203,15,46,13,1,0,16,7,2,13,56,0,0,2,2,3
Hunter Harvey,2024,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Heasley,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Heineman#,2024,2TM,AL,5,7,1,1,0,0,0,0,0,0,2,4,0,1,0,0,0
Tyler Heineman#,2024,BOS,AL,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Tyler Heineman#,2024,TOR,AL,3,5,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0
Michael Helman,2024,MIN,AL,7,8,2,3,2,0,0,0,0,0,0,3,0,0,0,0,0
Ryan Helsley,2024,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Herget*,2024,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Hernández,2024,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewer Hicklen,2024,MIL,NL,3,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
Keston Hiura,2024,LAA,AL,10,27,1,4,0,0,0,1,0,1,0,10,0,0,0,0,0
Porter Hodge,2024,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Howard,2024,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Hudson,2024,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Huff,2024,TEX,AL,3,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Cooper Hummel#,2024,HOU,AL,6,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1
Jacob Hurtubise*,2024,CIN,NL,29,54,7,10,1,1,0,4,2,0,6,18,0,3,4,1,0
Kenley Jansen#,2024,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Jarvis*,2024,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Johnson#,2024,SDP,NL,47,63,9,13,2,0,0,4,1,1,7,12,0,0,3,0,1
Daniel Johnson*,2024,BAL,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Jordan,2024,CIN,NL,7,10,1,1,1,0,0,1,0,0,0,3,0,0,0,1,0
Jace Jung*,2024,DET,AL,31,76,14,19,5,0,0,3,0,1,13,28,0,0,0,0,3
DaShawn Keirsey*,2024,MIN,AL,4,10,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Tony Kemp*,2024,BAL,AL,5,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Grae Kessinger,2024,HOU,AL,19,15,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1
Craig Kimbrel,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan King,2024,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John King*,2024,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Kinley,2024,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Kittredge,2024,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Knapp#,2024,SFG,NL,3,6,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Grant Koch,2024,PIT,NL,3,7,1,0,0,0,0,0,0,0,1,6,0,0,0,0,0
Matt Koch*,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Kopech,2024,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Lambert,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Latz,2024,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Law,2024,WSN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Lawrence,2024,COL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Leahy#,2024,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Leclerc,2024,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro León,2024,HOU,AL,7,20,2,2,0,0,0,0,2,0,1,10,0,0,0,0,2
Brandon Lockridge,2024,SDP,NL,8,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Jack López,2024,LAA,AL,21,47,2,10,1,0,0,4,0,1,1,19,0,1,1,0,1
Jorge López,2024,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Luciano,2024,SFG,NL,27,76,10,16,5,1,0,3,0,1,5,28,0,0,0,0,1
Nathan Lukes*,2024,TOR,AL,16,60,9,19,3,2,0,7,1,0,7,8,0,0,0,2,0
Nick Madrigal,2024,CHC,NL,51,86,5,19,3,0,0,10,1,0,4,10,0,3,1,0,2
Joe Mantiply,2024,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cade Marlowe*,2024,SEA,AL,8,8,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1
Orelvis Martínez,2024,TOR,AL,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Justin Martínez,2024,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Martin,2024,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.P. Martínez*,2024,ATL,NL,7,10,2,2,1,0,0,0,1,0,0,4,0,0,0,0,0
Miles Mastrobuoni*,2024,CHC,NL,49,97,9,19,3,0,0,4,2,0,7,16,0,0,0,1,1
Nick Maton*,2024,BAL,AL,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Coby Mayo,2024,BAL,AL,17,41,4,4,0,0,0,0,0,0,4,22,0,1,0,0,1
James McArthur,2024,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason McCoy,2024,SDP,NL,19,49,7,10,2,0,0,3,1,0,5,19,0,0,3,0,2
Scott McGough,2024,ARI,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Billy McKinney*,2024,PIT,NL,10,25,4,5,1,0,0,2,0,0,2,13,0,1,0,0,1
Nick Mears,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Megill*,2024,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Merryweather,2024,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Mervis*,2024,CHC,NL,9,26,1,3,1,0,0,3,0,0,1,8,0,0,0,0,0
Owen Miller,2024,MIL,NL,14,27,2,5,1,0,0,3,0,0,0,8,0,0,0,0,1
Hoby Milner*,2024,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kameron Misner*,2024,TBR,AL,8,15,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0
Yoán Moncada#,2024,CHW,AL,12,40,4,11,3,1,0,0,1,0,5,11,0,0,0,0,2
Omar Narváez*,2024,NYM,NL,28,65,4,10,2,0,0,5,0,0,3,12,0,0,1,0,2
Carlos Narváez,2024,NYY,AL,6,13,0,3,0,0,0,0,0,0,2,6,0,0,0,0,0
Héctor Neris,2024,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasim Nuñez#,2024,WSN,NL,45,45,13,12,1,0,0,1,6,2,9,11,0,0,5,0,0
Jonathan Ornelas,2024,TEX,AL,14,26,1,4,2,0,0,1,0,0,2,8,0,0,1,0,0
Rafael Ortega*,2024,CHW,AL,14,14,4,1,0,0,0,1,2,0,2,4,0,0,0,1,1
Joel Payamps,2024,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elvis Peguero,2024,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonny Pereda,2024,MIA,NL,17,29,2,7,0,0,0,3,0,0,0,6,0,1,0,0,2
Jace Peterson*,2024,ARI,NL,14,22,2,1,0,0,0,1,0,0,3,6,0,0,0,1,1
Ryan Pressly,2024,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Puk*,2024,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Quijada*,2024,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Remillard,2024,CHW,AL,15,33,3,8,1,1,0,1,1,0,5,10,0,0,1,0,1
Anthony Rendon,2024,LAA,AL,57,206,21,45,10,0,0,14,6,1,23,35,0,5,0,4,4
Pablo Reyes,2024,2TM,2LG,22,60,5,11,2,0,0,5,1,2,3,19,0,1,0,0,1
Pablo Reyes,2024,BOS,AL,21,60,4,11,2,0,0,5,1,2,3,19,0,1,0,0,1
Pablo Reyes,2024,NYM,NL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Ríos*,2024,CIN,NL,5,9,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0
Leo Rivas#,2024,SEA,AL,38,70,9,17,1,1,0,8,3,0,9,24,0,1,2,0,1
David Robertson,2024,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuckie Robinson,2024,CHW,AL,23,61,2,9,0,0,0,0,0,0,4,17,0,1,0,0,1
Yerry Rodríguez,2024,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnathan Rodríguez,2024,CLE,AL,13,31,6,4,1,0,0,5,0,0,9,14,0,0,0,0,1
Chris Roller,2024,MIL,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JoJo Romero*,2024,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Romo#,2024,COL,NL,13,46,4,8,3,0,0,6,0,1,2,17,0,0,0,0,2
Blake Sabol*,2024,SFG,NL,11,32,3,10,2,0,0,1,0,0,5,9,1,1,0,0,0
César Salazar*,2024,HOU,AL,11,24,5,8,2,0,0,8,0,0,2,5,0,2,1,2,0
Alí Sánchez,2024,MIA,NL,31,84,5,14,2,0,0,4,2,1,4,24,0,1,6,1,2
Javier Sanoja,2024,MIA,NL,12,29,3,8,2,0,0,2,0,0,1,1,0,0,0,0,2
Brian Serven,2024,TOR,AL,28,63,6,10,4,0,0,3,0,0,5,22,0,2,1,0,0
Paul Sewald,2024,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Short,2024,3TM,2LG,42,70,11,9,3,0,0,5,2,1,14,24,0,1,3,0,0
Zack Short,2024,2TM,NL,40,63,11,9,3,0,0,5,2,1,14,20,0,1,3,0,0
Zack Short,2024,NYM,NL,10,9,2,1,0,0,0,0,0,1,2,4,0,0,1,0,0
Zack Short,2024,BOS,AL,2,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zack Short,2024,ATL,NL,30,54,9,8,3,0,0,5,2,0,12,16,0,1,2,0,0
Lucas Sims,2024,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Smith,2024,NYY,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Sogard#,2024,BOS,AL,26,62,12,17,3,0,0,7,3,0,5,22,0,0,0,1,3
Liván Soto*,2024,2TM,2LG,13,13,1,3,1,0,0,0,0,0,3,3,0,0,0,0,0
Liván Soto*,2024,CIN,NL,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Liván Soto*,2024,BAL,AL,12,10,1,3,1,0,0,0,0,0,3,2,0,0,0,0,0
Ryne Stanek,2024,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Stefanic,2024,LAA,AL,35,98,7,21,3,0,0,6,0,0,8,18,0,3,1,0,5
Cal Stevenson*,2024,PHI,NL,18,24,2,6,3,0,0,6,0,0,3,4,0,0,0,0,1
Myles Straw,2024,CLE,AL,6,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Albert Suárez,2024,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samad Taylor,2024,SEA,AL,3,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Bryce Teodosio,2024,LAA,AL,5,12,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0
Bubba Thompson,2024,CIN,NL,17,18,5,2,1,0,0,0,5,0,0,11,0,0,0,0,1
Ryan Thompson,2024,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Thornton,2024,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Trammell*,2024,2TM,2LG,10,7,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0
Taylor Trammell*,2024,LAD,NL,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Taylor Trammell*,2024,NYY,AL,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Alan Trejo,2024,COL,NL,28,63,4,9,0,0,0,1,0,0,2,15,0,1,1,0,2
Chadwick Tromp,2024,ATL,NL,19,52,3,13,6,0,0,6,0,0,1,17,0,0,0,1,2
Cole Tucker#,2024,LAA,AL,24,50,3,9,4,1,0,3,3,1,6,17,0,0,0,1,0
José Ureña,2024,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Vázquez,2024,CHC,NL,9,6,2,0,0,0,0,1,0,0,0,3,0,1,0,1,1
Victor Vodnik,2024,COL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Vosler*,2024,SEA,AL,10,28,2,5,1,1,0,3,0,0,2,9,0,0,0,0,0
Austin Voth,2024,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Wade*,2024,SDP,NL,87,131,28,30,3,0,0,8,8,1,11,29,0,2,4,0,0
Forrest Wall*,2024,2TM,NL,16,32,4,8,0,0,0,1,4,3,3,8,0,0,0,0,0
Forrest Wall*,2024,ATL,NL,13,29,3,7,0,0,0,1,3,3,3,6,0,0,0,0,0
Forrest Wall*,2024,MIA,NL,3,3,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
